Title Cleaned,Ingredients Cleaned,Steps
udang goreng mentega,"udang , cabe hijau , bawang merah , mentega , garam , penyedap , gula , perasan jeruk nipis","1) Bersihkan udang dari kulit dan kotoran.
2) Potong cabe dan bawang sesuai selera.
3) Campurkan cabe dan bawang dan perasan jeruk nipis kedalam udang lalu beri garam gula dan penyedap rasa, aduk sampai terserap
4) Panaskan wajan lalu masukan mentega dan sedikit minyak. Setelah panas masukan udang yang sudah dicampur dengan bawang dan cabe tadi
5) Aduk sebentar lalu kecilkan api dan tutup wajan sampai air yang ada didalam wajan surut.
6) Setelah air mulai sedikit dan udang sudah merah dan lunak angkat lalu tiriskan."
udang pete balado,"udang , kupas , buang kepala kulitnya , papan petai , buka , bersihkan kulitnya , potong mjd , bawang merah , bawang putih , kemiri , cabe merah keriting , garam g , gula pasir , lengkuas , bersihkam , geprek , daun salam , minyak goreng , jeruk nipis , belah , peras ambil airnya","1) Tuang perasan air jeruk nipis ke dalam udang yg sudah dibersihkan. Beri sedikir garam, Aduk2.diamkan sekitar 10menit. Sisihkan.
2) Tuang minyak sayur, goreng udang dengan api sedang, aduk2 sebentar sampai udang berubah warna kemerahan dan matang, tiriskan. Angkat.
3) Haluskan bawang putih, bawang merah, kemiri, cabe rawit merah. Sisihkan
4) Tumis bumbu halus, daun salam dan lengkuas dengan api kecil agar matng dan tidak cepat gosong.
5) Jika sudah tercium bau harum lalu masukan potongan2 petai yg sudah bersih, aduk2 sebentar, koreksi rasa, tambahkan garam dan gula secukupnya. Aduk kembali hingga rata
6) Masukan udang yg telah digoreng, aduk rata, angkat. Sajikan."
bakso udang debm,"udang , tepung keto , putih telur , minyak wijen , biji bawang putih , garam , cube es batu , air es","1) Campurkan smua bahan kecuali air es dalam food procesor.proses sampai bener2 halus
2) Panaskan air dalam panci.bulat2 kan adonan menggunakan sendok lalu rebus sampai matang.
3) Angkat dan rendam dalam air es untuk menghentikan proses pematangan.biar kenyel ga lembek
4) Selamat mencoba"
oseng udang pedas,"udang , bawang merah rajang , bawang putih rajang , tomat segar , cabe rawit , lada , royco bubuk , gula garam","1) Udang buang kepala cuci bersih tiriskan (kalau mau di kupas bersih monggo) rajang bawang, tomat dan cabe.
2) Panaskan wajan tuang 3sdm minyak goreng tumis bumbu rajang hingga harum masukan sedikit air hingga mendidih tuang udang.
3) Masukan rajangan tomat dan cabe taburi gula, garam, lada tes rasa matikan.
4) Selamat Mencoba."
udang goreng tepung,"udang kupas , tepung terigu , tepung kanji , merica bubuk , perendam , telur , merica , bawang putih , saos tiram , garam","1) Haluskan bawang, merica dan garam.
2) Kocok telur, campur dengan bumbu yang sudah dihaluskan ditambah saos tiram.
3) Masukkan udang ke kocokan telur.
4) Campur tepung terigu, kanji dan merica bubuk.
5) Ambil udang dan masukkan ke campuran tepung. Lalu celup lagi ke kocokan telur, ualngi masukkan ke tepung sambil ditekan telan dan dicubit-cubit.
6) Goreng udang di minyak yang sudah panas. Api sedang. Goreng hingga udang tercelup minyak semua. Biar irit minyak, saya memakai panci kecil. Jadinudang bisa tercelup minyak semua.
7) Sajikan..biasanya untuk mengoreksi rasa, saya goreng udangnya ato tepungnya sedikit dulu, bila kurang asin bisa ditambah garam di kocokan telur."
udang goreng tepung,"udang , sasa tepung bumbu oriental , minyak untu , saos sambal cocolan , penyedap , tepung bumbu , air es , adonan kering , tepung bumbu , penyedap","1) Cuci bersih udang buang kepala&kulitnya sisakn ekornya,,belah bagian perutnya lalu bersihkn benang yg terdapat di dlmnya
2) Masukan udang ke dlm adonan basah lalu balur ke adonan kering masukan lg ke adonan basah n balur ke adonan kering lg,lakukan sampai habis.
3) Panaskan minyak agak banyak ya agar terendam,api kecil saja biar matang merata.
4) Udang goreng tepung siap di sajikan."
udang asam manis,"udang jerbung , bawang putih , saos tomat , saos cabai , tepung maizena larutkan dg air , margarin , gula garam penyedap , minyak goreng , saori , daun salam , daun jeruk , jahe , jeruk nipis","1) Cuci udang sampai bersih buang bagian kepala udangnya,. Belah punggung udang (biar bisa mekar pas di tumis) lalu kasih air jeruk nipis diamkan 10 menit lalu bilas dgn air bersih
2) Cincang bawang putih,geprek jahe panaskan margarin campur sedikit minyak goreng lalu tumis bawang putih dan jahe sampai harum setelah harum masukan daun salam dan daun jeruk di barengi udang,..aduk sampai udang berubah warna kasih sedikit air
3) Masukan garam penyedap Saori dan saos tomat dan saos cabe gula diamkan sampai air hampir hbis setelah hbis larutkan 1 sendok tepung maizena lalu siramkan ke tumisan udang
4) Test rasa KL sekiranya udh cukup rasanya udang asem manis siap di sajikan beserta nasi hangat"
udang saus telor asin,"udang , kupas & sisakan ekornya , air jeruk nipis , garam , merica , tepung maizena , kuning telur asin , haluskan , air panas , kaldu bubuk , diskip dirasa asinnya pas , bawang putih , cincang halus , gula , btg daun bawang halus , minyak goreng , margarin","1) Lumuri udang dengan air jeruk nipis, garam dan merica bubuk. Diamkan sekitar 15 menit. Taburkan maizena dan balut sampai rata. Goreng udang dengan minyak yang banyak hingga matang dan tepung kering. Angkat. Sisihkan.
2) Larutkan kaldu bubuk dalam air panas. Sisihkan.
3) Panaskan margarin, tumis bawang putih hingga harum. Masukkan kuning telur asin, aduk rata.
4) Masukkan air kaldu dan gula pasir. Masak hingga mendidih. Masukkan daun bawang. Aduk rata sebentar. Masukkan udang goreng. Aduk cepat sampai udang terbalut rata. Matikan api. Angkat. Sajikan panas"
udang sawi saori saus tiram,"udang , bumbu dasar udh pda tau , bawang merah putih , cabe merah rawit , tomat salam serai , bumbu diris","1) Semua bumbu di iris,lalu tumis ampe harum
2) Masukan udang ke wajan tumisan bumbu sampe matang harum jgn lupa bubuhi kecap saus tiram biar mantap"
tumis kacang panjang udang tahu,"kacang panjang , kotak tahu , udang , bumbu halus , cabai merah , cabai merah klo tdak suka pedas dikurangi , bawang merah , bawang putih , kemiri , tomat , saori saus teriyaki , garam , gula , penyedap","1) Cuci bersih udang, buang kepala.
2) Potong tahu kotak2 kecil, lalu goreng setengah matang.
3) Rebus kacang setengah matang.
4) Panaskan minyak, tumis bumbu yang sudah dihaluskan hingga harum, tambahkan sedikit air.
5) Kemudian beri garam,gula,penyedap.saus teriyaki.Test rasa.
6) Masukkan kacang, aduk rata. Kemudian masukkan tahu,terakhir masukkan udang. Aduk2 sampai rata.
7) Biarkan sampai air menyusut dan bumbu meresap.
8) Tumis kacang,udang,tahu siap dihidangkan."
udang goreng saus telur asin,"udang kupas , telur asin , tepung bumbu , jeruk nipis , bawang putih , daun bawang , cabai rawit , cabai , kaldu bubuk , mentega , air","1) Cuci udang dengan air bersih lalu campurkan udang dengan 2 bh jeruk nipis lalu bilas dengan air lagi agar bau amisnya hilang
2) Goreng udang dengan baluran tepung bumbu hingga matang dan renyah lalu angkat dan tiriskan
3) Kupas 1 butir telur asin hancurkan, lalu tambahkan 1 butir telur asin lagi tetapi hanya kuningnya saja
4) Geprek lalu cincang 2 bh bawang putih, potong cabai miring ataupun sesuai selera, potong juga daun bawang
5) Panaskan mentega lalu tambahkan bawang putih, cabai rawit, cabai besar lalu tumis sampai wangi lalu tambahkan daun bawang
6) Tambahkan air secukupnya aduk lalu tambahkan juga telur asin yang sudah dihaluskan dan kaldu bubuk secukupnya (bisa juga ditambahkan sedikit gula jika mau tapi saya tidak pakai) tunggu sampai air meletup yang artinya matang
7) Masukkan udang yang sudah digoreng aduk sampai saus merata
8) Udang siap disajikan"
udang sambal petai ( sederhana ),"udang , petai keris , minyak menumis , gula garam , bumbu halus diblender , cabe keriting , bawang putih , bawang merah , tomat , blok terasi goreng abc , air","1) Cuci semua bahan dan bumbu.
2) Blender bumbu dengan setengah gelas air.
3) Panaskan minyak dalam wajan.
4) Goreng udang yang sudah dibersihkan.
5) Masukkan petai. Masak sampe setengah matang.
6) Masukkan bumbu yang sudah dihaluskan dengan blender.
7) Beri gula garam dan saos tiram.
8) Koreksi rasa, hidangkan dengan nasi panas."
udang saus asam manis,"udang , bawang putih geprek cincang , bawang bombai halus , batang daun bawang , saus tomat merk delmonte , saus tiram , lada , garam gula pasir , air","1) Bersihkan Udang, cuci bersih lalu buang kepala dan cangkang badannya. Setelah itu, belah bagian punggungnya buang kotorannya. Beri garam dan jeruk nipis. Lalu goreng udang di minyak panas sebentar saja, hingga berubah warna kemerahan. Angkat dan tiriskan.
2) Siapkan wajan, panaskan minyak. Tumis bawang putih cincang dan irisan bawang bombay hingga layu dan harum. Setelah itu masukkan saus tomat, saus tiram, lada bubuk, garam dan gula pasir aduk rata. Tuangkan air secukupnya aduk2.. lalu koreksi rasa.
3) Bila rasa sudah pas, masukkan udang yg sdh digoreng tadi, aduk rata. Biarkan hingga bumbu meresap. Terakhir masukkan irisan daun bawang aduk rata. Masak sebentar saja,
4) Angkat dan siap disajikan  enakk beut"
daun singkong pepes udang tahu,"bumbu halus , bawang merah , bawang putih , cabe merah , cabe rawit , jahe , kencur , laos , gula , garam , lada , isi , daun singkong , rebus , kotak tahu putih , lumat , udang , teri nasi , telor , serai , daun jeruk , garam kaldu bubuk , daun pisang","1) Panaskan wajan, tumis sebentar udang dan teri hingga baunya keluar. Sisihkan.
2) Daun singkong yg sudah direbus, peras hingga tidak ada air dan potong2 agar mudah memakannya.
3) Panaskan daun pisang diatas api kompor hingga layu sehingga gampang untuk membungkus dan tidak robek.
4) Campur semua bahan jadi satu dan aduk rata. Jangan didiamkan trlalu lama karna bila telor sudah dimasukkan dan didiamkan terlalu lama akan berair
5) Sebelum membungkus, panaskan kukusan yg telah diberi air. Lalu Ambil daun pisang dan isi dengan adonan yg telah di aduk jadi satu. Besar kecilnya ukuran pepes tergantung selera. Lalu kukus kurleb 10-30 menit (tergantung ukuran tiap bungkus) atau sampai matang
6) Setelah dikukus, bakar diatas api kompor dan pepes siap disajikan."
udang saus tiram,"udang , wortel dipotong , bumbu saus , tomat potong , cabai merah buang biji potong , cabai rawit diiris , bawang putih dicincang , merah diiris , saus cabai , saori saus tiram , daun bawang , garam , tepung meizena larutkan air panas , margarin menumis , air","1) Bersihkan udang dan pisahkan dari cangkangnya
2) Siapkan penggorengan lalu tumis bawang merah,bawang putih,cabai rawit,cabai merah,tomat dengan margarin sampai harum
3) Masukan wortel dan udang,beri setengah gelas air dan masak hingga udang berubah warna
4) Beri saus cabai dan saus tiram lalu tuangkan tepung meizena yg sudah di larutkan.
5) Setelah matang taburi daun bawang dan koreksi rasa."
sambal jeki udang,"jeki alias jengkol , udang , bwgmerh , bawang putih , cabe merah , tomat merah , minyk goreng , garam , gula","1) Rendam jengkol semalaman
2) Lalu cuci bersh,potong2,goreng tutup.
3) Udang kupas bersh lalu cuci bersh,lalu kash garam sdkit nperasin jeruk npis lalu goreng
4) Lalu tumis semua bumbu n cabe hingga mtng lalu masukan jeki n udang lalu tes rasa,
5) Angkat sajikan."
udang goreng tepung sederhana,"udang segar , tepung bumbu sasa , bubuk lada , garam","1) Cuci udang yang sudah di siangkan
2) Lumuri udang dengan tepung siap pakai, kemudian beri lada dan garam, diamkan selama 10 menit
3) Panaskan minyak lalu masukkan udangnya, dan goreng hingga kecoklatan. lalu siap di hidangkan di piring saji."
siomay ayam udang,"ayam , blender , udang cincang kasar , telur , bawang putih , blender ayam , wortel parut , sisihkan u taburan , btg daun bawang , saus tiram , minyak wijen , garam , merica , kulit siomay","1) Campur semua bahan aduk rata.
2) Oles minyak kulit siomay sblm diisi.
3) Beri taburan wortel lalu kukus (kukusan yg telah dipanaskan sebelumnya) 15 menit api sedang."
sambel goreng udang tahu,"udang windu lepaskan cangkangnya , tahu potong dadu goreng matang , bombai , bawang putih , bawang merah , tomat potong potong , cabai rawit , saus tiram , saus tomat , lada , gula , garam , kecap manis , santan kara","1) Haluskan bawang merah, bawang putih, cabai rawit tumis hingga harum. Masukkan udaang yang sudah bersih. Tumis hingga udang berwarna merah.
2) Masukkan air sedikit, tunggu hingga mendidih lalu masukkan tomat dan tahu yang sudah di goreng.
3) Tambahkan gula, lada, garam, says tiram, saus tomat dan kecap. Tumis aduk aduk hingga rata.
4) Masukkan santan dan
5) Diamkan sampai 10 menit dan siap disajikan"
tumis udang tempe kacang panjang,"potong tempe , potong , udang , buang kulit kepala , kacang panjang , potong , bawang putih , bawang bombai , bawang pring , potong , cabe rawit , saus tiram , kecap manis , saos tomat , garam gula , minyak","1) Panaskan minyak di atas wajan
2) Goreng tempe, angkat
3) Masukkan bawang putih dan bawang bombay. Tumis hingga harum
4) Masukkan cabe rawit dan daun bawang
5) Masukkan udang, aduk hingga berubah warna. Lalu masukkan tempe yg sudah digoreng
6) Tambahkan saus tiram, saus tomat, kecap manis, sefikit garam dan gula. Aduk sebentar hingga bumbu merata. Tes rasa...
7) Angkat dan sajikan dg nasi hangat. Mantaaappp"
udang lombok merah,"udang , buang kepalanya , cabe merah , bawang putih , garam , minyak menumis , air","1) Bersihkan udang, buang bagian kepalanya saja.
2) Haluskan:cabe merah besar, bawang putih dan garam
3) Tumis bumbu yang sudah dihaluskan. Tambahkan sedikit air.
4) Masukkan udang hingga matang.
5) Sajikan bersama nasi hangat."
tumis labu udang,"labu siam , udang kupas , daun salam , royco garam gula pasir , saos tiram , merica , air , bumbu isi , bawmerah , bawputih , cabe merah , tomat pake engga","1) Tumis bumbu iris sampai harum
2) Masukkan udang kupas, masak sampai udang berubah warna
3) Masukkan labu siam yg sudah diparut/diiris halus, tambah sedikit air
4) Beri merica, royco dan saos tiram lalu masak sebentar lalu angkat, siap sajikan"
martabak telur udang,"telur ayam , udang buang kulit cincang halus , kulit lumpia , wortel potong dadu , kol tipis , batang daun bawang halus , bumbu halus , bawang merah , bawang putih , merica , garam , royco","1) Tumis bumbu halus hingga harum kemudian masukkan udang tumis hingga berubah warna
2) Masukkan daun bawang dan sayuran tumis hingga setengah matang
3) Jika sudah masukkan telur kemudian aduk kira kira selama 5 menit kemudian masukkan garam dan royco aduk rata dan icip rasa jika sudah angkat dan biarkan dingin
4) Jika sudah dingin tumisan dibungkus dengan kulit lumpia dan bisa direkatkan dengan putih telur agar tidak lepas saat digoreng
5) Goreng hingga kecoklatan dan siap disajikan"
tumis udang sayur,"udang , tempe potong dadu , jagung muda tipis , sawi , bakso , jamur hitam , selada , gula garam lada , minyak wijen , kecap manis , bawang merah , bawang putih , cabai rawit","1) Goreng terlebih dahulu tempe yg sudah di potong-potong dadu tadi sampai kering.
2) Tumis bawang putih, bawang merah sampai harum. Kemudian masukkan udang yg sudah di bersihkan kulitnya. Tumis sampai udang berubah warna menjadi merah.
3) Masukkan bakso, jagung muda, jamur, tempe. Tambahkan air secukupnya. Tambah gula garam lada. Koreksi rasa.
4) Tambahkan kecap dan minyak wijen.
5) Jika di rasa sudah mulai matang, masukkan sawi dan cabai rawit, aduk rata.
6) Siap di hidangkaaan."
asam manis udang tahu,"udang , tahu cina , bawang bombai , bawang putih , cabe kriting , tomat , saus tiram , saus sambal , gula sckupnya , garam scukupnya , air","1) Bersihkan udang,
2) Potong dadu tahu dan goreng hingga kekuningan
3) Iris2 bumbu diatas tadi
4) Tumis baput dan babom hingga harum,masukan cabe, tomat, saus tiram,saus sambal,air,gula,garam
5) Jika sudah pas rasanya,masukkan udang dan tahu tadi
6) Tunggu hingga air surut atau sesuai selera"
cah buncis udang cumi _ menudiet debm,"buncis , udang , cumi , kecap ikan , bawang putih cincang , jahe cincang , minyak wijen , lada , air nya","1) Bersihkan buncis potong2. Bersih kan udang dan cumi potong2.
2) Tumis bawang putih dan jahe hingga harum (bisa pakai minyak goreng biasa atau di campur minyak wijen). Masukkan udang dan cumi aduk2 hingga berubah warna tambahkan sedikit air, masukan kecap ikan dan lada. Setelah mendidih masukan buncis aduk hingga layu angkat dan sajikan dengan taburan bon cabe."
tahu ayam udang,"tahu cina putih , udang dikupas , dada ayam tulang , daun bawang , tepung sagu tapioka , garam , lada , penyedap , bawang merah , bawang putih","1) Potong tahu
2) Siapkan udang dan ayam
3) Haluskan / blender ayam dan udang, bawang merah, bawang putih, setelah halus tambahkan garam, lada penyedap dan irisan daun bawang
4) Tambahkan tepung sagu/tapioka serta sedikit air es
5) Bentuk dengan tahu sesuai selera
6) Kemudian dikukus sampai matang
7) Setelah matang, bisa langsung dinikmati atau digoreng"
